App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
Chenoweth AH,MEDICAL,5.0,1,27.0,100.0,Free,0.0,Everyone,"April 3, 2017",300000.0.78,4.0.3 and up
Ah! Cutie,FAMILY,3.9,536,10.0,10000.0,Free,0.0,Everyone,"June 27, 2017",2.0.0,4.0 and up
AH Alarm Panel,TOOLS,3.9,7,0.0791015625,100.0,Paid,4.99,Everyone,"May 12, 2011",1.2.0,1.5 and up
Arrowhead AH App,MEDICAL,5.0,3,28.0,100.0,Free,0.0,Everyone,"April 21, 2017",300000.0.80,4.0.3 and up
Ah! Monster,FAMILY,4.1,1998,9.8,100000.0,Free,0.0,Everyone,"June 21, 2017",4.0.0,4.0 and up
Kimbrough AH,MEDICAL,5.0,5,28.0,100.0,Free,0.0,Everyone,"September 21, 2017",300000.0.90,4.0.3 and up
The Ah Yeah! Button,FAMILY,3.0,30,0.310546875,5000.0,Free,0.0,Everyone,"October 1, 2013",1.2,2.3 and up
Bee'ah Employee App,COMMUNICATION,4.0,4,5.4,100.0,Free,0.0,Teen,"December 24, 2017",2.26.5.0,5.0 and up
Clarksburg AH,MEDICAL,1.0,1,28.0,50.0,Free,0.0,Everyone,"May 1, 2017",300000.0.81,4.0.3 and up
Prestige AH,MEDICAL,4.0,2,29.0,100.0,Free,0.0,Everyone,"May 11, 2017",300000.0.81,4.0.3 and up
Ebenezer AH,MEDICAL,4.0,4,27.0,500.0,Free,0.0,Everyone,"May 5, 2017",300000.0.79,4.0.3 and up
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86.0,100000.0,Free,0.0,Teen,"February 16, 2018",1.0.1,4.3 and up
Ah! Bird,SPORTS,3.5,1689,5.7,100000.0,Free,0.0,Everyone,"August 29, 2017",1.5.062,4.3 and up
Brandon Lakes AH,MEDICAL,2.6,5,27.0,100.0,Free,0.0,Everyone,"May 5, 2017",300000.0.79,4.0.3 and up
Ah! Coins,GAME,3.4,256,9.1,50000.0,Free,0.0,Everyone,"December 8, 2016",1.0.0,2.3 and up
Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5.9,100000.0,Free,0.0,Everyone,"July 26, 2018",5.7,5.0 and up
Real AI,FAMILY,3.8,949,1.2,50000.0,Free,0.0,Everyone,"July 22, 2018",4.9,4.0 and up
The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39.0,5000.0,Paid,1.99,Everyone,"March 29, 2018",1.2,2.3 and up
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27.0,1000000.0,Free,0.0,Everyone,"July 31, 2018",7.2.5,4.0 and up
ALPHA - Artificial Intelligence,FAMILY,4.0,51,3.2,1000.0,Free,0.0,Everyone,"June 3, 2018",1.3.4,4.0 and up
Artificial Intelligence,FAMILY,3.9,339,4.2,50000.0,Free,0.0,Everyone,"April 5, 2018",6.2,4.0 and up
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31.0,1000000.0,Free,0.0,Everyone,"March 29, 2018",1.1.9.1,4.1 and up
SMS AI Bot,TOOLS,3.8,89,3.9,10000.0,Free,0.0,Everyone,"July 1, 2018",3.0.4,4.1 and up
ChatBot AI Talking Girl,FAMILY,3.8,3597,25.0,100000.0,Free,0.0,Everyone 10+,"July 31, 2018",1.0.16,4.0.3 and up
Youper - AI Therapy,MEDICAL,4.6,1976,69.0,50000.0,Free,0.0,Everyone,"August 3, 2018",6.02.000,6.0 and up
ParaTek Ai Speech generator,TOOLS,3.6,448,4.3,50000.0,Free,0.0,Everyone,"March 23, 2017",1.9,1.6 and up
Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627,9.8,1000000.0,Free,0.0,Everyone,"August 5, 2018",132,5.0 and up
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13.0,10000.0,Free,0.0,Everyone,"April 11, 2018",20,4.1 and up
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16.0,1000000.0,Free,0.0,Everyone,"August 5, 2018",4.435,4.1 and up
Learn Artificial Intelligence,FAMILY,4.6,27,4.2,10000.0,Free,0.0,Everyone,"July 14, 2018",1.1.4,4.1 and up
AI Benchmark,TOOLS,4.0,97,99.0,5000.0,Free,0.0,Everyone,"June 29, 2018",2.0.0,4.1 and up
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2.3,100.0,Free,0.0,Everyone,"June 22, 2018",1.0,4.4 and up
Tomo A.i. Pet Chat Bot,FAMILY,3.3,40,3.6,1000.0,Free,0.0,Everyone,"May 15, 2017",1.0,4.0.3 and up
Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26.0,1000.0,Free,0.0,Everyone,"November 2, 2017",1.5,4.0.3 and up
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100.0,Free,0.0,Everyone,"November 4, 2017",1.2-Release,4.1 and up
Chat With Artificial Intelligence,FAMILY,3.2,32,2.8,1000.0,Free,0.0,Everyone,"May 10, 2018",1.0,4.0 and up
Friday: Smart Personal Assistant,PRODUCTIVITY,4.4,2087,8.3,100000.0,Free,0.0,Everyone,"June 24, 2018",20,5.0 and up
Virtual Eye AI,TOOLS,4.4,26,3.8,500.0,Free,0.0,Everyone,"May 27, 2018",1.2,4.0 and up
Lyra Virtual Assistant,PRODUCTIVITY,4.5,41624,3.4,1000000.0,Free,0.0,Everyone,"May 24, 2018",1.2.4,4.0.3 and up
2048(AI),FAMILY,4.3,20,3.5,1000.0,Free,0.0,Everyone,"June 3, 2015",0.33,2.3 and up
ai robot keyboard,PERSONALIZATION,4.7,1891,1.9,100000.0,Free,0.0,Everyone,"May 24, 2018",10001008,4.0.3 and up
AI with Python Tutorial,FAMILY,4.4,8,3.3,5000.0,Free,0.0,Everyone,"June 5, 2018",1.0.4,4.1 and up
FaceApp,PHOTOGRAPHY,4.4,346681,7.1,10000000.0,Free,0.0,Everyone,"February 10, 2018",2.0.949,4.4 and up
Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100.0,Free,0.0,Everyone,"July 4, 2018",1.3.1-lite,5.0 and up
ChatBolo - AI Chatbot Online,FAMILY,3.3,1407,1.4,100000.0,Free,0.0,Everyone,"September 25, 2015",2.1,2.2 and up
MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7.5,100.0,Free,0.0,Everyone,"March 1, 2018",11.04,4.1 and up
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.0,20,4.3,1000.0,Paid,2.99,Everyone,"June 18, 2018",1.4.7,5.0 and up
Turbo AI™ - Personal assistant,PRODUCTIVITY,2.6,91,2.8,5000.0,Free,0.0,Everyone,"July 16, 2018",0.0.52,4.0.3 and up
AI Sight,PRODUCTIVITY,3.5,43,48.0,1000.0,Free,0.0,Everyone,"June 18, 2018",1.2,4.0.3 and up
Jarvis artificial intelligent,FAMILY,3.9,253,14.0,10000.0,Free,0.0,Everyone,"March 28, 2018",1.1,2.3 and up
Age of AI: War Strategy,FAMILY,4.6,71,5.7,500.0,Paid,2.49,Everyone,"March 14, 2018",1.8,4.0 and up
DREAM-e: Dream Analysis A.I.,LIFESTYLE,3.8,89,0.9169921875,10000.0,Free,0.0,Everyone,"February 18, 2013",2.3,2.1 and up
Animal Jam - Play Wild!,FAMILY,4.6,361734,58.0,5000000.0,Free,0.0,Everyone,"August 2, 2018",28.0.14,4.1 and up
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42.0,50000.0,Paid,1.99,Everyone,"March 7, 2016",1.6,4.0 and up
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,50000.0,Free,0.0,Everyone,"May 25, 2018",1.1.0,4.1 and up
Dash Tag - Fun Endless Runner!,FAMILY,4.5,6750,43.0,100000.0,Free,0.0,Everyone,"June 13, 2018",2.0.3,4.3 and up
Jamaa Amino for Animal Jam,SOCIAL,4.7,3873,63.0,10000.0,Free,0.0,Teen,"July 13, 2018",1.8.19106,4.0.3 and up
Tunnel Town,FAMILY,4.4,74744,60.0,1000000.0,Free,0.0,Everyone,"July 26, 2018",1.5.6,4.1 and up
AJ Cam,PHOTOGRAPHY,5.0,44,2.8,100.0,Free,0.0,Everyone,"January 23, 2018",1.0,4.1 and up
Club Penguin Island,FAMILY,2.8,107441,32.0,1000000.0,Free,0.0,Everyone,"July 10, 2018",1.10.5,4.4 and up
AJ Official,FAMILY,4.6,31,7.3,500.0,Free,0.0,Everyone,"May 3, 2017",0.1,2.3 and up
AJ Bell Youinvest,FINANCE,2.8,135,5.3,10000.0,Free,0.0,Everyone,"June 4, 2018",2.13.0.65,4.4 and up
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50.0,100.0,Paid,3.99,Everyone,"June 13, 2016",1.0.0,2.2 and up
Selfie With Champion AJ Style,PHOTOGRAPHY,5.0,2,7.5,500.0,Free,0.0,Everyone,"January 8, 2018",1.0,3.2 and up
Baby Game Animal Jam Free,GAME,2.8,9,26.0,500.0,Free,0.0,Everyone,"March 24, 2017",1.0,2.3 and up
Blackjack aj Poker,GAME,3.8,8,4.2,1000.0,Free,0.0,Teen,"October 19, 2016",1.1,2.3.3 and up
Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22,31.0,1000.0,Free,0.0,Everyone,"August 3, 2018",1.0.9,4.1 and up
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100.0,Free,0.0,Everyone,"April 22, 2018",1.6.3.1,5.0 and up
AJ RETAILS,SHOPPING,5.0,9,0.1650390625,10.0,Free,0.0,Everyone,"June 1, 2018",18060104,2.2 and up
Hey AJ! It's Bedtime!,FAMILY,5.0,1,63.0,10.0,Paid,4.99,Everyone,"April 4, 2018",1.0.59,2.3 and up
AJ Percent Off Calculator,SHOPPING,4.4,134,0.0439453125,10000.0,Free,0.0,Everyone,"June 4, 2013",1.2,2.2 and up
AJ Men's Grooming,LIFESTYLE,5.0,2,22.0,100.0,Free,0.0,Everyone,"August 28, 2017",5,4.1 and up
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100.0,Paid,0.99,Everyone,"September 20, 2017",1.35,4.3 and up
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25.0,5000.0,Free,0.0,Everyone,"August 4, 2018",1.1.1,4.1 and up
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35.0,50.0,Paid,0.99,Everyone,"April 22, 2018",1.1,4.1 and up
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4.0,18,3.6,1000.0,Free,0.0,Everyone,"March 22, 2018",1.1,4.0 and up
AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35.0,10.0,Paid,0.99,Everyone,"April 29, 2018",1.1,4.1 and up
Little Pets Animal Guardians,FAMILY,4.6,18893,91.0,100000.0,Free,0.0,Everyone,"June 9, 2018",1.4.1,4.0.3 and up
AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31.0,50.0,Paid,0.99,Everyone,"April 27, 2018",1.1,4.1 and up
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,67.0,500000.0,Free,0.0,Everyone,"March 17, 2017",2.7,4.0.3 and up
AJ Rafael Music Lessons,FAMILY,5.0,1,8.2,10.0,Free,0.0,Everyone,"November 29, 2017",1.2.1,4.1 and up
How it works: AK-74N,FAMILY,4.4,1031,48.0,100000.0,Free,0.0,Everyone,"January 9, 2018",2.1.9f0,4.0.3 and up
AK-47: Simulator and Shooting,FAMILY,4.0,345,14.0,100000.0,Free,0.0,Everyone 10+,"November 11, 2016",1.3.0,3.0 and up
AK-47 Sounds,FAMILY,3.9,656,2.9,500000.0,Free,0.0,Everyone 10+,"September 14, 2016",2.0,2.3.3 and up
AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4,50000.0,Free,0.0,Everyone,"June 20, 2018",1.3,4.1 and up
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89.0,1000.0,Free,0.0,Everyone,"March 30, 2018",0.46.91,4.4 and up
AK Interactive,FAMILY,4.3,734,13.0,10000.0,Free,0.0,Everyone,"July 12, 2018",2.5,4.0 and up
AK-47 sounds,FAMILY,3.9,7,3.8,1000.0,Free,0.0,Everyone,"June 18, 2018",568,4.0 and up
Wallpapers AK 47 Guns,PERSONALIZATION,4.5,37,15.0,5000.0,Free,0.0,Teen,"February 26, 2017",1.0,4.1 and up
AK-47 Assault Rifle,FAMILY,3.7,165,25.0,10000.0,Free,0.0,Teen,"April 26, 2015",1.0,2.3 and up
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34.0,10000000.0,Free,0.0,Teen,"July 11, 2018",3.0.2,4.0.3 and up
AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322,6.8,50000.0,Free,0.0,Everyone,"May 29, 2017",1.0,4.1 and up
AK-47 3D,GAME,3.7,91,24.0,10000.0,Free,0.0,Everyone,"December 25, 2016",3.2,2.3 and up
Book of AK-47,LIFESTYLE,3.8,6,3.4,500.0,Free,0.0,Everyone,"March 1, 2016",1.0.2,4.0.3 and up
Weapon stripping 3D,FAMILY,4.6,23971,24.0,1000000.0,Free,0.0,Everyone,"August 4, 2018",39.231,4.1 and up
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46.0,1000.0,Free,0.0,Everyone,"March 28, 2017",1.2,4.0.3 and up
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3.0,2,33.0,100.0,Free,0.0,Everyone,"July 18, 2018",1.0,4.1 and up
Counter Terrorist Attack,GAME,3.9,145931,43.0,10000000.0,Free,0.0,Teen,"May 31, 2018",5.3.2,2.3 and up
RULES OF SURVIVAL,GAME,4.2,1343106,56.0,10000000.0,Free,0.0,Teen,"August 1, 2018",1.180271.184729,4.0 and up
AK47 Assault Rifle,TOOLS,3.9,54,2.8,10000.0,Free,0.0,Everyone,"May 2, 2015",1.0.0.1,2.2 and up
Weapons simulator AK-47,FAMILY,4.1,21,26.0,5000.0,Free,0.0,Everyone,"May 15, 2017",1,4.1 and up
AK Phone,COMMUNICATION,4.4,9,4.2,5000.0,Free,0.0,Everyone,"May 29, 2017",3.8.8,2.2 and up
AK Booster,TOOLS,3.8,71,7.0,10000.0,Free,0.0,Everyone,"May 2, 2018",2.0.1.966,4.4 and up
GUN ZOMBIE,GAME,4.4,243121,38.0,5000000.0,Free,0.0,Teen,"October 17, 2014",5.3,2.3 and up
AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100.0,Free,0.0,Everyone,"August 11, 2015",1.1,4.0 and up
Gun Mod: Guns in Minecraft PE,FAMILY,3.6,33812,12.0,5000000.0,Free,0.0,Teen,"July 30, 2018",2.5,4.1 and up
Kymco AK 550,AUTO_AND_VEHICLES,4.3,47,58.0,1000.0,Free,0.0,Everyone,"November 11, 2016",1.0,2.3 and up
AK Math Coach,FAMILY,3.6,283,18.0,50000.0,Free,0.0,Everyone,"May 19, 2015",1.3,2.3.3 and up
Shoot Strike War Fire,GAME,4.1,82827,20.0,10000000.0,Free,0.0,Teen,"July 13, 2018",1.1.5,4.0 and up
AL.com,NEWS_AND_MAGAZINES,3.4,803,8.0,50000.0,Free,0.0,Everyone 10+,"July 23, 2018",3.7.10-0d44b899,4.1 and up
University of Alabama,FAMILY,4.5,302,3.0,50000.0,Free,0.0,Everyone,"November 30, 2017",3.3,4.1 and up
Alabama Gameday Live,SPORTS,4.7,19,12.0,1000.0,Free,0.0,Everyone,"May 18, 2018",2.0.1,4.2 and up
AL.com: Alabama Football News,SPORTS,4.5,459,8.0,10000.0,Free,0.0,Everyone 10+,"July 23, 2018",3.7.10-0d44b899,4.1 and up
Alabama Road Trips,TRAVEL_AND_LOCAL,4.4,71,28.0,10000.0,Free,0.0,Everyone,"October 27, 2017",1.8.7,4.0 and up
Alabama DMV Permit Test - AL,FAMILY,4.3,218,29.0,10000.0,Free,0.0,Everyone,"February 15, 2018",6.0.3,4.4 and up
Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451,4.7,10000000.0,Free,0.0,Everyone,"May 20, 2018",3.2.3,4.0 and up
Official AL Fishing & Hunting,TRAVEL_AND_LOCAL,4.2,1291,40.0,50000.0,Free,0.0,Everyone,"October 18, 2017",5.29.77 Domain 427,4.4 and up
Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14.0,500000.0,Free,0.0,Everyone,"July 30, 2018",1.6.5,4.0 and up
Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16.0,10000000.0,Free,0.0,Everyone,"May 15, 2018",2.6.22,4.0 and up
Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7,10000000.0,Free,0.0,Everyone,"May 30, 2018",4.1,2.3 and up
Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608,49.0,1000000.0,Free,0.0,Everyone,"November 5, 2017",1.1.7,2.2 and up
Al jazeera TV,FAMILY,4.6,9952,3.7,100000.0,Free,0.0,Teen,"July 5, 2016",1.0.0,4.0.3 and up
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27.0,50000.0,Free,0.0,Everyone,"April 22, 2018",10.10,4.1 and up
Al Quran Audio (Full 30 Juz),FAMILY,4.7,7878,3.6,1000000.0,Free,0.0,Everyone,"May 29, 2017",4.0,2.3 and up
Quran for All (Al-Huda Int.),FAMILY,4.8,6696,5.3,100000.0,Free,0.0,Everyone,"February 7, 2018",3.1.0,4.0 and up
AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,1000000.0,Free,0.0,Everyone,"November 22, 2016",2.1.7.3,3.0 and up
Ayat - Al Quran,FAMILY,4.7,173394,8.5,5000000.0,Free,0.0,Everyone,"March 13, 2018",2.9.1,4.0 and up
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,100000.0,Free,0.0,Everyone,"November 2, 2016",1.10.0,2.2 and up
Al Mayadeen,NEWS_AND_MAGAZINES,4.7,13620,9.0,500000.0,Free,0.0,Everyone,"April 16, 2018",2.137,4.1 and up
Al-Quran Al-Muallim,FAMILY,4.5,199,0.259765625,10000.0,Free,0.0,Everyone,"September 11, 2013",1.0beta,2.2 and up
Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322,27.0,500000.0,Free,0.0,Everyone,"December 17, 2016",3.0,2.3 and up
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67.0,1000000.0,Free,0.0,Everyone,"April 6, 2018",1.0.7,4.0.3 and up
Al Quran MP3 - Quran Reading®,FAMILY,4.7,47463,22.0,1000000.0,Free,0.0,Everyone,"April 24, 2018",4.4,4.0.3 and up
Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340,11.0,10000.0,Paid,4.49,Everyone,"May 16, 2018",4.0.5,2.2 and up
Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011,68.0,1000000.0,Free,0.0,Everyone,"November 2, 2017",1.1.3,4.1 and up
Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40.0,100000.0,Free,0.0,Everyone,"August 9, 2016",1.0,2.3.3 and up
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15.0,50000.0,Free,0.0,Everyone 10+,"January 22, 2018",1.4.5,4.1 and up
Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23.0,50000.0,Free,0.0,Everyone,"February 15, 2015",1.1,2.2 and up
Taha Al Junaid Quran Mp3,LIFESTYLE,4.6,518,4.2,50000.0,Free,0.0,Everyone,"March 25, 2017",1.1,2.3.3 and up
Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,100000.0,Free,0.0,Everyone,"June 24, 2015",1.0,2.3.3 and up
Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234,85.0,100000.0,Free,0.0,Everyone,"December 26, 2017",1.7.22,4.1 and up
I am rich,LIFESTYLE,3.8,3547,1.8,100000.0,Paid,399.99,Everyone,"January 12, 2018",2.0,4.0.3 and up
I AM RICH,FAMILY,3.9,1455,1.1,10000.0,Free,0.0,Everyone,"October 11, 2017",1.0,2.3 and up
Amazon for Tablets,SHOPPING,4.0,141584,22.0,10000000.0,Free,0.0,Teen,"July 31, 2018",16.14.0.850,4.4 and up
I am Rich Plus,FAMILY,4.0,856,8.7,10000.0,Paid,399.99,Everyone,"May 19, 2018",3.0,4.4 and up
I am rich VIP,LIFESTYLE,3.8,411,2.6,10000.0,Paid,299.99,Everyone,"July 21, 2018",1.1.1,4.3 and up
I Am Rich Premium,FINANCE,4.1,1867,4.7,50000.0,Paid,399.99,Everyone,"November 12, 2017",1.6,4.0 and up
I am extremely Rich,LIFESTYLE,2.9,41,2.9,1000.0,Paid,379.99,Everyone,"July 1, 2018",1.0,4.0 and up
I am Rich!,FINANCE,3.8,93,22.0,1000.0,Paid,399.99,Everyone,"December 11, 2017",1.0,4.1 and up
I am rich(premium),FINANCE,3.5,472,0.9423828125,5000.0,Paid,399.99,Everyone,"May 1, 2017",3.4,4.4 and up
I am Rich Person,LIFESTYLE,4.2,134,1.8,1000.0,Paid,37.99,Everyone,"July 18, 2017",1.0,4.0.3 and up
I am Rich Premium Plus,FINANCE,4.6,459,2.0,10000.0,Paid,18.99,Everyone,"February 17, 2018",1.1,4.0.3 and up
I Am Rich Pro,FAMILY,4.4,201,2.7,5000.0,Paid,399.99,Everyone,"May 30, 2017",1.54,1.6 and up
I Am Innocent,GAME,4.4,208501,56.0,1000000.0,Free,0.0,Teen,"July 23, 2018",2.8.307,4.0.3 and up
I am rich (Most expensive app),FINANCE,4.1,129,2.7,1000.0,Paid,399.99,Teen,"December 6, 2017",2,4.0.3 and up
i am rich,BUSINESS,3.9,213,2.9,1000.0,Free,0.0,Everyone,"June 9, 2018",1.0,4.0 and up
I Am Rich,FAMILY,3.6,217,4.9,10000.0,Paid,389.99,Everyone,"June 22, 2018",1.5,4.2 and up
I am Bread,GAME,4.0,630,20.0,10000.0,Paid,4.99,Everyone,"October 26, 2016",1.6.1,4.4 and up
Where Am I At?,TRAVEL_AND_LOCAL,3.8,39,12.0,10000.0,Free,0.0,Everyone,"October 8, 2016",1.2,4.1 and up
I am Rich,FINANCE,4.3,180,3.8,5000.0,Paid,399.99,Everyone,"March 22, 2018",1.0,4.2 and up
Where Am I? GPS Loc,TRAVEL_AND_LOCAL,4.6,68,4.2,10000.0,Free,0.0,Everyone,"November 14, 2017",5.0,4.0.3 and up
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126,1.4,5000.0,Paid,2.49,Everyone,"June 22, 2018",8,4.1 and up
Coast To Coast AM Insider,NEWS_AND_MAGAZINES,3.9,4581,21.0,100000.0,Free,0.0,Everyone,"January 4, 2018",5.0.108,4.4 and up
I AM RICH PRO PLUS,FINANCE,4.0,36,41.0,1000.0,Paid,399.99,Everyone,"June 25, 2018",1.0.2,4.1 and up
I Am Wizard,FAMILY,4.2,1493,57.0,100000.0,Free,0.0,Everyone,"April 1, 2018",1.0.9,4.1 and up
What Am I? - Brain Teasers,GAME,4.2,4537,15.0,100000.0,Free,0.0,Everyone,"April 5, 2017",2.2,4.0.3 and up
Who am I? (Biblical),GAME,4.5,5849,5.1,500000.0,Free,0.0,Everyone,"September 13, 2017",1.2.2_comAds,4.0.3 and up
DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327,31.0,10000.0,Free,0.0,Everyone,"June 26, 2018",4.0.9,4.1 and up
Anno: Build an Empire,FAMILY,3.5,33944,28.0,1000000.0,Free,0.0,Everyone 10+,"March 10, 2016",2.0.0,4.1 and up
Vikings: an Archer's Journey,GAME,4.5,10256,39.0,1000000.0,Free,0.0,Everyone,"December 11, 2017",2.1.0,4.3 and up
Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004,34.0,100000.0,Free,0.0,Teen,"July 31, 2018",3.4.8,4.1 and up
The Sims™ FreePlay,FAMILY,4.3,931503,31.0,10000000.0,Free,0.0,Teen,"July 16, 2018",5.39.1,4.0.3 and up
My Emma :),FAMILY,4.1,245839,76.0,10000000.0,Free,0.0,Everyone,"April 3, 2017",2.7.0,4.1 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072,40.0,5000000.0,Free,0.0,Everyone,"July 26, 2018",1.1.7,4.1 and up
Draw a Stickman: EPIC Free,GAME,4.2,210317,46.0,10000000.0,Free,0.0,Everyone 10+,"April 10, 2015",1.4.3.104,2.3.3 and up
My Horse,FAMILY,4.5,1333338,8.7,10000000.0,Free,0.0,Everyone,"May 23, 2018",1.34.1,2.3.3 and up
My Boo - Your Virtual Pet Game,FAMILY,4.4,899748,80.0,10000000.0,Free,0.0,Everyone,"August 3, 2018",2.11,4.1 and up
Create apps fast with beautiful design and no code,BUSINESS,3.7,23729,24.0,1000000.0,Free,0.0,Everyone,"May 14, 2018",7.2,4.4 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21.0,5000000.0,Free,0.0,Teen,"October 21, 2016",1.0.5,4.0.3 and up
Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000.0,Free,0.0,Everyone,"November 1, 2017",3.5.3,4.0.3 and up
Fast like a Fox,GAME,4.3,104389,12.0,5000000.0,Free,0.0,Everyone,"April 17, 2018",1.4.0,4.2 and up
Girls Craft: Exploration,FAMILY,3.8,130689,57.0,5000000.0,Free,0.0,Everyone 10+,"August 3, 2018",1.32,4.2 and up
The PCH App,LIFESTYLE,4.5,234971,81.0,1000000.0,Free,0.0,Everyone,"July 25, 2018",2.8.7.78579,4.4 and up
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,6.7,1000000.0,Free,0.0,Everyone,"June 25, 2018",6.0,4.0.3 and up
AO Surgery Reference,MEDICAL,4.7,2570,3.8,100000.0,Free,0.0,Everyone,"May 10, 2017",1.2.6,4.0 and up
ao,FAMILY,3.5,14145,5.9,1000000.0,Free,0.0,Everyone,"June 8, 2016",1.0.9,4.0 and up
AO/OTA Fracture Classification,MEDICAL,4.9,25,46.0,5000.0,Free,0.0,Everyone,"April 17, 2018",1.0,5.0 and up
AO Player,EVENTS,4.0,9,3.3,1000.0,Free,0.0,Everyone,"December 20, 2017",1.1.4,4.4 and up
Ao Oni2,GAME,4.1,21223,48.0,1000000.0,Free,0.0,Teen,"April 20, 2018",1.6.6,4.1 and up
A. O. Smith,TOOLS,4.2,32,33.0,10000.0,Free,0.0,Everyone,"May 21, 2018",3.0.22,4.0 and up
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99.0,10000000.0,Free,0.0,Teen,"June 28, 2018",1.23.1.2,4.0.3 and up
PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063,4.5,100000.0,Free,0.0,Everyone,"June 3, 2018",1.0.3,4.0 and up
The Hunt for the Lost Treasure,FAMILY,4.6,7148,8.1,100000.0,Paid,2.99,Everyone,"September 13, 2017",1.8,4.0.3 and up
Attack the Light,FAMILY,4.7,19209,21.0,100000.0,Paid,2.99,Everyone,"February 23, 2016",1.1.4,4.0 and up
Princess Closet : Otome games free dating sim,FAMILY,4.5,29495,56.0,1000000.0,Free,0.0,Teen,"May 24, 2018",1.11.0,4.0.3 and up
365Scores - Live Scores,SPORTS,4.6,666246,25.0,10000000.0,Free,0.0,Everyone,"July 29, 2018",5.5.9,4.1 and up
PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943,26.0,10000000.0,Free,0.0,Everyone,"June 27, 2018",2.3.2,5.0 and up
